[[ 8.65643376e-01]
 [ 1.40558469e-01]
 [ 2.93268778e-01]
 [ 3.20579769e-01]
 [ 3.40930089e-01]
 [ 4.61523183e-01]
 [ 9.17292495e-02]
 [ 2.14206889e-01]
 [ 3.26763908e-01]
 [ 5.45124648e-02]
 [ 1.40119433e-01]
 [ 4.07928792e-01]
 [ 3.21673939e-03]
 [ 2.90457793e-01]
 [ 2.81919729e-01]
 [ 4.42789422e-01]
 [ 4.59851123e-01]
 [ 4.80660785e-01]
 [ 6.70441022e-01]
 [ 5.93406543e-01]
 [ 1.35778518e-01]
 [ 9.67670867e-02]
 [ 3.21957644e-01]
 [ 1.63558484e-01]
 [ 5.57777240e-01]
 [ 3.71110682e-01]
 [ 7.48804379e-02]
 [ 3.87959994e-02]
 [-3.68546448e-01]
 [ 5.40567887e-02]
 [ 2.41735830e-01]
 [ 3.00243413e-01]
 [ 1.26515390e-03]
 [ 4.08095024e-02]
 [ 8.54543134e-02]
 [ 6.47074464e-01]
 [ 4.87721929e-01]
 [ 6.39021609e-01]
 [-2.83620098e-03]
 [ 7.99966482e-02]
 [ 1.96279891e-01]
 [ 4.98605297e-01]
 [ 4.48829801e-02]
 [ 2.87866214e-02]
 [ 2.70607985e-01]
 [ 7.61950439e-02]
 [ 1.49838302e-02]
 [ 1.94710047e-01]
 [ 9.01554074e-02]
 [ 3.92048584e-02]
 [ 8.16747539e-02]
 [ 8.87282706e-02]
 [ 5.51368651e-03]
 [ 5.13139701e-01]
 [ 4.59606728e-01]
 [-1.16658143e-01]
 [ 4.16449754e-02]
 [-8.37234505e-02]
 [ 7.16417284e-02]
 [ 3.68112524e-02]
 [ 4.53170126e-02]
 [ 4.41170053e-02]
 [ 8.99488430e-02]
 [ 4.98488543e-01]
 [ 1.33000746e-01]
 [ 3.18580483e-01]
 [ 6.23465408e-01]
 [ 1.96091398e-01]
 [ 8.01685973e-02]
 [ 8.19479898e-02]
 [ 3.26915814e-01]
 [ 1.09191570e-01]
 [ 1.20521442e-01]
 [ 3.38892734e-01]
 [ 3.86629824e-01]
 [ 4.32533399e-01]
 [ 1.20310334e-01]
 [ 4.41121606e-02]
 [ 2.40484676e-01]
 [ 4.11221896e-01]
 [ 2.32559727e-01]
 [ 8.00115672e-02]
 [ 3.05908652e-01]
 [ 3.20771279e-01]
 [-3.76359653e-02]
 [ 2.21811864e-01]
 [ 4.03537812e-02]
 [-2.52342264e-02]
 [ 3.65732749e-03]
 [ 1.16302326e-02]
 [-2.38727299e-02]
 [ 2.83481627e-01]
 [ 4.79822653e-01]
 [ 9.36219992e-02]
 [ 4.49538772e-02]
 [ 1.24084928e-01]
 [ 9.07583368e-02]
 [ 2.97546274e-01]
 [ 1.52299168e-01]
 [ 2.52649252e-01]
 [ 2.17412956e-01]
 [ 1.88788468e-01]
 [ 2.64043209e-01]
 [ 3.48965278e-02]
 [ 3.17852340e-01]
 [ 1.63868058e-01]
 [ 3.49720361e-02]
 [ 1.11273619e-01]
 [ 1.39518649e-01]
 [ 7.18312295e-01]
 [ 6.57565941e-01]
 [ 3.74571195e-03]
 [-4.33801622e-02]
 [ 1.41982773e-01]
 [ 2.01261295e-01]
 [ 7.06682715e-02]
 [ 8.24074455e-02]
 [ 5.15207336e-02]
 [ 2.01195001e-01]
 [ 4.24791752e-01]
 [ 4.78636737e-01]
 [ 2.92709824e-01]
 [ 3.60749918e-01]
 [ 7.01314172e-02]
 [ 9.20288705e-02]
 [ 2.46893760e-01]
 [ 9.18766759e-02]
 [ 7.04248480e-02]
 [ 4.58823751e-02]
 [-5.21209167e-02]
 [-1.77922434e-01]
 [-1.50739857e-01]
 [ 8.08205698e-02]
 [-3.60953977e-03]
 [ 6.44329388e-02]
 [ 3.25500531e-02]
 [ 1.15390646e-01]
 [ 1.05069777e-01]
 [ 7.37562672e-02]
 [ 9.16284045e-02]
 [ 4.55605154e-01]
 [-4.26248956e-02]
 [ 6.02020697e-01]
 [ 2.51310889e-01]
 [ 3.27107282e-01]
 [ 8.38768765e-02]
 [-2.03657118e-02]
 [ 3.32540096e-01]
 [ 2.26185910e-01]
 [ 2.29625224e-01]
 [ 6.97921090e-02]
 [ 1.76209461e-01]
 [ 8.98858927e-02]
 [ 3.06138452e-01]
 [ 1.76529863e-01]
 [ 9.73683075e-02]
 [ 2.32599753e-01]
 [ 3.78351256e-01]
 [ 4.18873036e-01]
 [ 3.38363469e-01]
 [ 3.53482922e-01]
 [ 1.07855132e-01]
 [ 3.07514484e-01]
 [ 3.93360663e-01]
 [ 4.77498009e-01]
 [ 4.77498009e-01]
 [ 1.89337761e-01]
 [ 8.48479689e-02]
 [ 3.26935025e-01]
 [ 2.42207114e-01]
 [ 7.20655144e-02]
 [ 4.97106244e-01]
 [ 7.03533836e-02]
 [ 7.57930282e-01]
 [ 7.34059066e-01]
 [-6.41397022e-02]
 [ 2.68667099e-01]
 [-1.30039499e-01]
 [ 3.63940372e-01]
 [-1.78808381e-01]
 [ 2.32090205e-03]
 [ 5.04168061e-01]
 [ 8.73067471e-02]
 [ 7.03533836e-02]
 [ 2.69214774e-01]
 [-1.35969576e-01]
 [ 1.21941240e-01]
 [ 6.70037676e-02]
 [ 7.03533836e-02]
 [ 7.27564404e-02]
 [ 1.13053669e-02]
 [ 3.64966359e-01]
 [ 1.30330378e-01]
 [-2.23865805e-01]
 [ 3.83094946e-01]
 [ 1.07931194e-01]
 [ 8.61007577e-02]
 [ 9.70771100e-02]
 [ 1.77986585e-01]
 [-3.90742873e-02]
 [ 3.75355816e-02]
 [ 2.79828968e-01]
 [ 1.45173470e-01]
 [ 9.75121031e-02]
 [ 5.41468836e-01]
 [-4.21160177e-01]
 [ 6.26069478e-02]
 [ 7.61318796e-01]
 [ 6.89284360e-01]
 [ 3.98324256e-01]
 [ 1.74687057e-02]
 [-4.19682019e-02]
 [ 2.57578949e-01]
 [ 6.05223593e-01]
 [ 1.64821836e-01]
 [ 3.71425034e-01]
 [ 1.55856858e-01]
 [ 2.18730457e-01]
 [ 2.33477419e-01]
 [ 1.95382120e-01]
 [ 3.15577879e-01]
 [ 1.25310117e-01]
 [ 3.10453481e-01]
 [ 3.67398674e-01]
 [ 5.40983283e-01]
 [ 8.47259124e-01]
 [ 1.23142863e-01]
 [ 1.73827953e-02]
 [ 1.77746980e-01]
 [ 6.19101148e-01]
 [ 3.43986583e-01]
 [ 7.67686703e-02]
 [ 2.61864613e-01]
 [ 2.64155195e-02]
 [-1.68739811e-01]
 [ 2.34212520e-01]
 [ 1.97846584e-01]
 [ 2.24662275e-01]
 [ 1.66640296e-01]
 [ 1.55062888e-01]
 [ 6.31416699e-02]
 [ 6.93606136e-02]
 [ 1.28243266e-01]
 [-4.63084221e-02]
 [ 2.25100868e-01]
 [ 2.42841529e-01]
 [ 4.08902997e-01]
 [ 2.18417495e-01]
 [ 6.26234247e-01]
 [ 4.17724602e-01]
 [ 6.15618474e-02]
 [ 6.79226288e-01]
 [ 7.25113192e-02]
 [ 4.25955294e-01]
 [ 2.78503718e-01]
 [ 3.31618191e-01]
 [ 3.04641949e-01]
 [ 3.76868200e-01]
 [ 3.16740467e-01]
 [ 4.22744967e-01]
 [ 4.22744967e-01]
 [ 5.78585621e-02]
 [ 4.22744967e-01]
 [ 4.77913395e-01]
 [ 2.91523555e-01]
 [ 1.17571992e-01]
 [ 2.54659581e-01]
 [ 3.31324638e-01]
 [ 3.80328074e-01]
 [ 1.55999615e-02]
 [ 5.58293527e-02]
 [ 1.90941604e-01]
 [ 4.54423448e-02]
 [ 1.26070901e-01]
 [ 3.62596364e-01]
 [ 7.11412099e-01]
 [ 3.75360760e-02]
 [ 4.60746016e-02]
 [ 1.01120997e-02]
 [ 2.16356926e-01]
 [ 1.01193326e+00]
 [ 4.48527819e-01]
 [ 5.82987999e-01]
 [ 8.95596529e-02]
 [ 9.02005259e-01]
 [ 6.10471859e-01]
 [ 1.33336190e-01]
 [ 4.17967398e-01]
 [-9.08912000e-02]
 [ 3.74644204e-02]
 [ 3.75756478e-02]
 [ 1.42797087e-02]
 [-1.81045029e-02]
 [ 2.00393204e-01]
 [ 3.25929401e-02]
 [ 8.24568401e-02]
 [-6.49704348e-02]
 [ 8.47708339e-02]
 [ 3.81603467e-02]
 [ 6.51219754e-02]
 [ 3.04439488e-02]
 [ 8.66179215e-02]
 [ 2.35268252e-01]
 [ 4.48267213e-01]
 [ 5.46025589e-01]
 [ 1.70058070e-01]
 [ 4.32035779e-02]
 [ 3.05075484e-01]
 [ 3.11084601e-01]
 [-5.90157124e-03]
 [ 7.33367621e-02]
 [ 2.20222319e-02]
 [ 2.45484037e-01]
 [ 2.04560073e-01]
 [ 3.32956981e-02]
 [ 1.80612408e-01]
 [ 2.07983363e-01]
 [ 1.80418087e-01]
 [ 9.40136966e-02]
 [ 1.87786626e-01]
 [ 4.82295402e-02]
 [ 1.57626030e-01]
 [ 5.08533254e-01]
 [ 4.66708799e-01]
 [-1.09882032e-01]
 [ 2.37249204e-01]
 [ 9.44582516e-02]
 [ 4.90001331e-02]
 [ 2.70251210e-02]
 [ 1.00003073e-01]
 [ 1.70716009e-01]
 [ 3.30084411e-01]
 [-7.92166439e-02]
 [ 7.69708330e-02]
 [-1.23591157e-01]
 [ 1.07747856e-02]
 [ 3.44023833e-01]
 [-4.53909860e-01]
 [-1.82234458e-01]
 [ 4.78634365e-02]
 [ 3.92945202e-01]
 [ 2.55037158e-01]
 [-4.00137381e-01]
 [ 2.47427491e-01]
 [ 4.37360850e-02]
 [ 5.01337288e-02]
 [ 4.10412358e-02]
 [ 4.08858774e-02]
 [ 2.76564946e-01]
 [ 1.14673233e-02]
 [ 5.95925707e-03]
 [ 1.34572411e-01]
 [ 1.44402895e-01]
 [ 1.28607417e-01]
 [ 7.03533836e-02]
 [-5.79530621e-02]
 [ 3.25314481e-02]
 [-2.28946221e-02]
 [ 7.03533836e-02]
 [-1.76726803e-01]
 [ 2.02960530e-01]
 [ 9.86972151e-02]
 [ 8.87282706e-02]
 [ 4.67000473e-02]
 [-2.20750064e-02]
 [ 1.95674465e-01]
 [ 1.33181209e-01]
 [ 1.87524292e-02]
 [ 6.47048837e-02]
 [ 1.57697233e-01]
 [ 4.16192544e-02]
 [ 3.37169625e-02]
 [-4.58159579e-03]
 [ 2.03823262e-02]
 [-1.51754135e-01]
 [-3.37287584e-02]
 [ 1.41431026e-01]
 [ 4.01994908e-02]
 [ 1.71385233e-01]
 [ 2.86933435e-01]
 [ 1.05097276e-01]
 [ 3.28506523e-02]
 [ 7.29206300e-02]
 [ 4.26794327e-02]
 [ 3.61067359e-01]
 [ 3.57081460e-02]
 [ 2.21078721e-01]
 [ 4.22681081e-03]
 [ 3.99920396e-02]
 [ 1.44482767e-01]
 [ 9.67675565e-02]
 [ 5.09856628e-02]
 [ 5.28850287e-02]
 [ 3.11782609e-02]
 [ 2.59850282e-01]
 [ 1.43160628e-01]
 [ 1.80542898e-01]
 [ 3.47810291e-02]
 [ 3.47388693e-02]
 [ 3.04792990e-02]
 [ 2.40948119e-01]
 [-2.13311112e-02]
 [ 8.30653918e-02]
 [ 2.20920104e-02]
 [ 1.06873133e-01]
 [ 1.36238984e-01]
 [ 1.95318288e-02]
 [ 2.70780574e-01]
 [ 1.09724889e-02]
 [-4.36962000e-02]
 [ 6.67737604e-02]
 [ 4.11276436e-01]
 [ 3.97743278e-02]
 [ 7.75589179e-02]
 [ 1.08491312e-02]
 [-3.07401545e-02]
 [ 8.20822246e-02]
 [-4.13525465e-02]
 [ 8.71895578e-02]
 [ 6.97777034e-02]
 [-2.92909841e-03]
 [ 8.51401646e-02]]
